Postnummer,Poststedsnavn,Kategori,Primærkommunenummer,Primærkommunenavn,Primærfylkenummer,Primærfylke,X_gateadresser,Y_gateadresser,X_postbokser,Y_postbokser,Latitude_gateadresser,Longitude_gateadresser,Latitude_postbokser,Longitude_postbokser
0001,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0010,OSLO,B,0301,OSLO,03,OSLO,6649889,261199,6649487,261392,59.9171026750728,10.7274082019004,59.9136146606159,10.7313131872948
0015,OSLO,B,0301,OSLO,03,OSLO,6648623,261779,6649487,261392,59.9061015571612,10.7392074472435,59.9136146606159,10.7313131872948
0018,OSLO,S,0301,OSLO,03,OSLO,,,,,,,,
0021,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0024,OSLO,P,0301,OSLO,03,OSLO,,,6650382,266764,,,59.9247018654139,10.8261095191519
0026,OSLO,B,0301,OSLO,03,OSLO,6649409,261891,6649487,261392,59.9132044866873,10.7403011366178,59.9136146606159,10.7313131872948
0028,OSLO,P,0301,OSLO,03,OSLO,,,6650126,261886,,,59.9196220179356,10.7393877680908
0030,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0032,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0033,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0034,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0037,OSLO,B,0301,OSLO,03,OSLO,6649353,261540,6649487,261392,59.9125003235685,10.7341065693768,59.9136146606159,10.7313131872948
0040,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0045,OSLO,S,0301,OSLO,03,OSLO,,,,,,,,
0046,OSLO,S,0301,OSLO,03,OSLO,,,,,,,,
0047,OSLO,S,0301,OSLO,03,OSLO,,,,,,,,
0048,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0050,OSLO,G,0301,OSLO,03,OSLO,6649332,262553,,,59.9128964888483,10.7521943813241,,
0055,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0101,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0102,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0103,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0104,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0105,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0106,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0107,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0109,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0110,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0111,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0112,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0113,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0114,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0115,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0116,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0117,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0118,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0119,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0120,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0121,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0122,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0123,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0124,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0125,OSLO,P,0301,OSLO,03,OSLO,,,6649487,261392,,,59.9136146606159,10.7313131872948
0129,OSLO,P,0301,OSLO,03,OSLO,,,6650126,261886,,,59.9196220179356,10.7393877680908
0130,OSLO,P,0301,OSLO,03,OSLO,,,6650126,261886,,,59.9196220179356,10.7393877680908
0131,OSLO,P,0301,OSLO,03,OSLO,,,6650770,262240,,,59.9255929882997,10.7449620621598
0132,OSLO,P,0301,OSLO,03,OSLO,,,6651045,262561,,,59.9282404679681,10.7503729086128
0133,OSLO,P,0301,OSLO,03,OSLO,,,6650382,266764,,,59.9247018654139,10.8261095191519
0134,OSLO,P,0301,OSLO,03,OSLO,,,6650382,266764,,,59.9247018654139,10.8261095191519
0135,OSLO,P,0301,OSLO,03,OSLO,,,6650382,266764,,,59.9247018654139,10.8261095191519
0136,OSLO,P,0301,OSLO,03,OSLO,,,6650535,261550,,,59.9230903006445,10.7329241005606
0138,OSLO,P,0301,OSLO,03,OSLO,,,6644515,263394,,,59.8702436823855,10.7726842332834
0139,OSLO,G,0301,OSLO,03,OSLO,6644488,263388,,,59.8699984624727,10.7726081157599,,
0140,OSLO,P,0301,OSLO,03,OSLO,,,6648296,262742,,,59.9037280853451,10.7567506373684
0150,OSLO,G,0301,OSLO,03,OSLO,6646994,260192,,,59.8905960121835,10.7127983544021,,
0151,OSLO,G,0301,OSLO,03,OSLO,6648924,261961,,,59.9089019032366,10.742106518646,,
0152,OSLO,G,0301,OSLO,03,OSLO,6649019,262219,,,59.9099013375773,10.7465976373045,,
0153,OSLO,G,0301,OSLO,03,OSLO,6649088,262005,,,59.9103958360519,10.7427026931096,,
0154,OSLO,G,0301,OSLO,03,OSLO,6649194,262281,,,59.911504123942,10.747502374356,,
0155,OSLO,G,0301,OSLO,03,OSLO,6649335,262211,,,59.9127263934108,10.7460923696385,,
0157,OSLO,G,0301,OSLO,03,OSLO,6649281,261956,,,59.9120958068508,10.7416072807638,,
0158,OSLO,G,0301,OSLO,03,OSLO,6649280,261810,,,59.9120025963402,10.7390050359175,,
0159,OSLO,G,0301,OSLO,03,OSLO,6649482,261969,,,59.9139031778394,10.7416081722209,,
0160,OSLO,G,0301,OSLO,03,OSLO,6649169,261444,,,59.9107972066839,10.7326065757684,,
0161,OSLO,G,0301,OSLO,03,OSLO,6649501,261493,,,59.9137984214611,10.7330981159276,,
0162,OSLO,G,0301,OSLO,03,OSLO,6649553,261721,,,59.9143957966436,10.7371040775852,,
0164,OSLO,G,0301,OSLO,03,OSLO,6649747,261834,,,59.9161982259137,10.73889613248,,
0165,OSLO,G,0301,OSLO,03,OSLO,6650038,261993,,,59.9188957691269,10.7413973045046,,
0166,OSLO,G,0301,OSLO,03,OSLO,6650096,261627,,,59.9192037911594,10.7348029264384,,
0167,OSLO,G,0301,OSLO,03,OSLO,6650196,261454,,,59.9199992274271,10.731602265788,,
0168,OSLO,G,0301,OSLO,03,OSLO,6650998,261663,,,59.9273015433172,10.73440665338,,
0169,OSLO,G,0301,OSLO,03,OSLO,6650756,261776,,,59.925199849588,10.7367010290238,,
0170,OSLO,G,0301,OSLO,03,OSLO,6650467,261763,,,59.9226044866944,10.7368016879546,,
0171,OSLO,G,0301,OSLO,03,OSLO,6650857,262119,,,59.9263022571346,10.7427035903368,,
0172,OSLO,G,0301,OSLO,03,OSLO,6650593,262220,,,59.9239964924153,10.7448085856127,,
0173,OSLO,G,0301,OSLO,03,OSLO,6651007,262381,,,59.9277965042732,10.7472052773146,,
0174,OSLO,G,0301,OSLO,03,OSLO,6650847,262438,,,59.9263966042712,10.7484057985224,,
0175,OSLO,G,0301,OSLO,03,OSLO,6650881,262614,,,59.9268024165408,10.7515065430551,,
0176,OSLO,G,0301,OSLO,03,OSLO,6650193,261841,,,59.9201959926197,10.7385081195733,,
0177,OSLO,G,0301,OSLO,03,OSLO,6650060,262348,,,59.9192974500116,10.747703587663,,
0178,OSLO,G,0301,OSLO,03,OSLO,6650161,262511,,,59.9202957506343,10.7504949625465,,
0179,OSLO,G,0301,OSLO,03,OSLO,6649744,262400,,,59.9164977336205,10.7489935400879,,
0180,OSLO,G,0301,OSLO,03,OSLO,6649710,262067,,,59.916001353773,10.7430938938494,,
0181,OSLO,G,0301,OSLO,03,OSLO,6649551,262450,,,59.9147982754854,10.7501065649436,,
0182,OSLO,G,0301,OSLO,03,OSLO,6649835,262731,,,59.917503120325,10.7547924104274,,
0183,OSLO,G,0301,OSLO,03,OSLO,6649730,262629,,,59.9165041962055,10.7530936004818,,
0184,OSLO,G,0301,OSLO,03,OSLO,6649409,262575,,,59.9135986616755,10.7524984519842,,
0185,OSLO,G,0301,OSLO,03,OSLO,6649192,262819,,,59.9117958180622,10.7570980291634,,
0186,OSLO,G,0301,OSLO,03,OSLO,6649620,262936,,,59.9156957026906,10.7586946074014,,
0187,OSLO,G,0301,OSLO,03,OSLO,6649479,263224,,,59.9145984640176,10.7639919446576,,
0188,OSLO,G,0301,OSLO,03,OSLO,6649268,263031,,,59.9125981917575,10.7607914510283,,
0190,OSLO,G,0301,OSLO,03,OSLO,6649185,263284,,,59.9120001665192,10.7653978531521,,
0191,OSLO,G,0301,OSLO,03,OSLO,6648788,263034,,,59.9083016049557,10.7613938311433,,
0192,OSLO,G,0301,OSLO,03,OSLO,6648306,263581,,,59.9042990648532,10.771696663252,,
0193,OSLO,G,0301,OSLO,03,OSLO,6646576,262528,,,59.8882028505845,10.7549046087661,,
0194,OSLO,G,0301,OSLO,03,OSLO,6648329,262702,,,59.9040005975999,10.7559997714718,,
0195,OSLO,G,0301,OSLO,03,OSLO,6648138,264462,,,59.9032983117726,10.7875943079077,,
0196,OSLO,G,0301,OSLO,03,OSLO,6648025,264130,,,59.9020968011026,10.7818040444345,,
0198,OSLO,G,0301,OSLO,03,OSLO,6645078,262729,,,59.8749040372619,10.7601979540968,,
0201,OSLO,P,0301,OSLO,03,OSLO,,,6650104,260094,,,59.9183867030408,10.7074531881742
0202,OSLO,P,0301,OSLO,03,OSLO,,,6650104,260094,,,59.9183867030408,10.7074531881742
0203,OSLO,P,0301,OSLO,03,OSLO,,,6650104,260094,,,59.9183867030408,10.7074531881742
0204,OSLO,P,0301,OSLO,03,OSLO,,,6650104,260094,,,59.9183867030408,10.7074531881742
0207,OSLO,P,0301,OSLO,03,OSLO,,,6650104,260094,,,59.9183867030408,10.7074531881742
0208,OSLO,P,0301,OSLO,03,OSLO,,,6650104,260094,,,59.9183867030408,10.7074531881742
0211,OSLO,P,0301,OSLO,03,OSLO,,,6650355,258887,,,59.9199304219041,10.6856357508278
0212,OSLO,P,0301,OSLO,03,OSLO,,,6650355,258887,,,59.9199304219041,10.6856357508278
0213,OSLO,P,0301,OSLO,03,OSLO,,,6650355,258887,,,59.9199304219041,10.6856357508278
0214,OSLO,P,0301,OSLO,03,OSLO,,,6650355,258887,,,59.9199304219041,10.6856357508278
0215,OSLO,P,0301,OSLO,03,OSLO,,,6650355,258887,,,59.9199304219041,10.6856357508278
0216,OSLO,P,0301,OSLO,03,OSLO,,,6650692,256111,,,59.921315747565,10.6357333712338
0217,OSLO,P,0301,OSLO,03,OSLO,,,6650522,258437,,,59.921162425644,10.6774155341196
0218,OSLO,P,0301,OSLO,03,OSLO,,,6650610,258747,,,59.9221318039135,10.682841855018
0230,OSLO,P,0301,OSLO,03,OSLO,,,6650104,260094,,,59.9183867030408,10.7074531881742
0240,OSLO,P,0301,OSLO,03,OSLO,,,6650355,258887,,,59.9199304219041,10.6856357508278
0244,OSLO,P,0301,OSLO,03,OSLO,,,6650355,258887,,,59.9199304219041,10.6856357508278
0247,OSLO,P,0301,OSLO,03,OSLO,,,6650355,258887,,,59.9199304219041,10.6856357508278
0250,OSLO,G,0301,OSLO,03,OSLO,6649121,260981,,,59.9100994641916,10.7244064411555,,
0251,OSLO,G,0301,OSLO,03,OSLO,6649363,261041,,,59.9123011774003,10.725197176508,,
0252,OSLO,G,0301,OSLO,03,OSLO,6648908,260821,,,59.9080994783247,10.7217994576671,,
0253,OSLO,G,0301,OSLO,03,OSLO,6649512,260978,,,59.9135988888864,10.7239019197422,,
0254,OSLO,G,0301,OSLO,03,OSLO,6649424,260793,,,59.9127036912959,10.7207046260096,,
0255,OSLO,G,0301,OSLO,03,OSLO,6649686,260877,,,59.9150984221361,10.721900065661,,
0256,OSLO,G,0301,OSLO,03,OSLO,6649926,260792,,,59.9171981860549,10.7201071447301,,
0257,OSLO,G,0301,OSLO,03,OSLO,6649905,260600,,,59.9168987691846,10.7167073478222,,
0258,OSLO,G,0301,OSLO,03,OSLO,6650229,260951,,,59.9200035221993,10.7225929945751,,
0259,OSLO,G,0301,OSLO,03,OSLO,6650360,260651,,,59.9210025643212,10.7170910205708,,
0260,OSLO,G,0301,OSLO,03,OSLO,6650545,260372,,,59.9224971021188,10.7119007888216,,
0262,OSLO,G,0301,OSLO,03,OSLO,6649912,260325,,,59.9168017711754,10.7117950582724,,
0263,OSLO,G,0301,OSLO,03,OSLO,6650112,260338,,,59.918600169401,10.7117954730109,,
0264,OSLO,G,0301,OSLO,03,OSLO,6649910,260006,,,59.9165984081962,10.7061085734151,,
0265,OSLO,G,0301,OSLO,03,OSLO,6650104,259945,,,59.9183000216658,10.704795915326,,
0266,OSLO,G,0301,OSLO,03,OSLO,6650353,260068,,,59.9206011687882,10.7067010248944,,
0267,OSLO,G,0301,OSLO,03,OSLO,6650357,259838,,,59.9205031330015,10.7025942929842,,
0268,OSLO,G,0301,OSLO,03,OSLO,6650411,259511,,,59.9207961289105,10.6966995360277,,
0270,OSLO,G,0301,OSLO,03,OSLO,6649328,260540,,,59.9116973259472,10.7163042588748,,
0271,OSLO,G,0301,OSLO,03,OSLO,6649526,260076,,,59.9132007188203,10.7078016153981,,
0272,OSLO,G,0301,OSLO,03,OSLO,6649564,260174,,,59.9135979538694,10.7095051025021,,
0273,OSLO,G,0301,OSLO,03,OSLO,6650116,259413,,,59.9180975405743,10.6952943960308,,
0274,OSLO,G,0301,OSLO,03,OSLO,6650873,259278,,,59.9247969583429,10.6920068385567,,
0275,OSLO,G,0301,OSLO,03,OSLO,6651072,258293,,,59.9260026458725,10.6742052278921,,
0276,OSLO,G,0301,OSLO,03,OSLO,6650927,258805,,,59.9250041081856,10.6835070216137,,
0277,OSLO,G,0301,OSLO,03,OSLO,6650524,258464,,,59.9211961450418,10.6778947434429,,
0278,OSLO,G,0301,OSLO,03,OSLO,6650347,258784,,,59.9197985709543,10.6838081278528,,
0279,OSLO,G,0301,OSLO,03,OSLO,6650481,258618,,,59.9209012812616,10.6806914526912,,
0280,OSLO,G,0301,OSLO,03,OSLO,6651067,257513,,,59.9254999751516,10.6602981311961,,
0281,OSLO,G,0301,OSLO,03,OSLO,6650537,257585,,,59.920796879824,10.6622029195037,,
0282,OSLO,G,0301,OSLO,03,OSLO,6650560,256902,,,59.9206008439483,10.6499952442803,,
0283,OSLO,G,0301,OSLO,03,OSLO,6650288,256458,,,59.917903606146,10.64239690137,,
0284,OSLO,G,0301,OSLO,03,OSLO,6650969,256116,,,59.9237987736468,10.6354962737789,,
0286,OSLO,G,0301,OSLO,03,OSLO,6648216,258751,,,59.9006984770743,10.6857003756236,,
0287,OSLO,G,0301,OSLO,03,OSLO,6648707,258413,,,59.9048971562605,10.6791037799594,,
0301,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0302,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0303,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0304,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0305,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0306,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0307,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0308,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0309,OSLO,P,0301,OSLO,03,OSLO,,,6653731,259542,,,59.9505415124635,10.6933932519309
0311,OSLO,P,0301,OSLO,03,OSLO,,,6651588,257304,,,59.9300418358697,10.6559593541877
0313,OSLO,P,0301,OSLO,03,OSLO,,,6652507,261008,,,59.9404345224489,10.7209787936388
0314,OSLO,P,0301,OSLO,03,OSLO,,,6652507,261008,,,59.9404345224489,10.7209787936388
0315,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0316,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0317,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0318,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0319,OSLO,P,0301,OSLO,03,OSLO,,,6652840,260010,,,59.9428363212755,10.7027821151691
0323,OSLO,P,0301,OSLO,03,OSLO,,,6650337,261311,,,59.9211790771038,10.7288892716445
0330,OSLO,P,0301,OSLO,03,OSLO,,,6651292,260730,,,59.9293937969313,10.7174228267371
0340,OSLO,B,0301,OSLO,03,OSLO,6651874,260895,6651292,260730,59.9347009169143,10.7196939310701,59.9293937969313,10.7174228267371
0349,OSLO,B,0301,OSLO,03,OSLO,6652730,260783,6651292,260730,59.9423007886675,10.7167054242122,59.9293937969313,10.7174228267371
0350,OSLO,G,0301,OSLO,03,OSLO,6650411,261406,,,59.9218966706212,10.7304984373352,,
0351,OSLO,G,0301,OSLO,03,OSLO,6650517,261155,,,59.9227005616389,10.7258992203847,,
0352,OSLO,G,0301,OSLO,03,OSLO,6650476,261276,,,59.9224034848705,10.7281047555277,,
0353,OSLO,G,0301,OSLO,03,OSLO,6650737,260693,,,59.9244027010359,10.717404389377,,
0354,OSLO,G,0301,OSLO,03,OSLO,6650873,261346,,,59.9259989004769,10.7288956831166,,
0355,OSLO,G,0301,OSLO,03,OSLO,6650729,260989,,,59.924502718822,10.7226935752256,,
0356,OSLO,G,0301,OSLO,03,OSLO,6651009,261148,,,59.9271020616499,10.7252067073526,,
0357,OSLO,G,0301,OSLO,03,OSLO,6650964,260982,,,59.9266029320596,10.7222973743047,,
0358,OSLO,G,0301,OSLO,03,OSLO,6651443,261506,,,59.9311954964847,10.7310930447034,,
0359,OSLO,G,0301,OSLO,03,OSLO,6651720,261552,,,59.9337024827174,10.7315945316156,,
0360,OSLO,G,0301,OSLO,03,OSLO,6651525,261276,,,59.9317966485008,10.7268949110154,,
0361,OSLO,G,0301,OSLO,03,OSLO,6651784,261254,,,59.9341030929893,10.7262035296398,,
0362,OSLO,G,0301,OSLO,03,OSLO,6651398,260999,,,59.9304989669619,10.722099457646,,
0363,OSLO,G,0301,OSLO,03,OSLO,6651513,260777,,,59.9313999646868,10.71800584089,,
0364,OSLO,G,0301,OSLO,03,OSLO,6651381,260914,,,59.9302974634975,10.7206026210148,,
0365,OSLO,G,0301,OSLO,03,OSLO,6651165,260984,,,59.9284039127851,10.7221009425545,,
0366,OSLO,G,0301,OSLO,03,OSLO,6651178,260772,,,59.9283973782337,10.7183038912934,,
0367,OSLO,G,0301,OSLO,03,OSLO,6650975,260630,,,59.926497255318,10.716005421839,,
0368,OSLO,G,0301,OSLO,03,OSLO,6651098,260458,,,59.9274987496179,10.7127948405802,,
0369,OSLO,G,0301,OSLO,03,OSLO,6651631,260157,,,59.9320963531353,10.7068075823757,,
0370,OSLO,G,0301,OSLO,03,OSLO,6652217,259909,,,59.937199103698,10.7017028509955,,
0371,OSLO,G,0301,OSLO,03,OSLO,6652190,260664,,,59.9373964106793,10.7152065701631,,
0372,OSLO,G,0301,OSLO,03,OSLO,6654029,261074,,,59.9541012300629,10.7203972984302,,
0373,OSLO,G,0301,OSLO,03,OSLO,6652735,260363,,,59.9421015529451,10.709203888214,,
0374,OSLO,G,0301,OSLO,03,OSLO,6652821,259730,,,59.9425030427543,10.697807029816,,
0375,OSLO,G,0301,OSLO,03,OSLO,6651852,259168,,,59.9334986529891,10.6889055196741,,
0376,OSLO,G,0301,OSLO,03,OSLO,6652892,258804,,,59.9425978557537,10.6811983641326,,
0377,OSLO,G,0301,OSLO,03,OSLO,6652012,258606,,,59.9346025790984,10.6786918729158,,
0378,OSLO,G,0301,OSLO,03,OSLO,6652613,257951,,,59.9395996763258,10.6663021536665,,
0379,OSLO,G,0301,OSLO,03,OSLO,6651760,258013,,,59.931998588476,10.6684063525066,,
0380,OSLO,G,0301,OSLO,03,OSLO,6651820,257277,,,59.932103164537,10.6552055708869,,
0381,OSLO,G,0301,OSLO,03,OSLO,6651443,256888,,,59.9284985146502,10.6487086626357,,
0382,OSLO,G,0301,OSLO,03,OSLO,6651707,256619,,,59.9307035304982,10.6435997622719,,
0383,OSLO,G,0301,OSLO,03,OSLO,6651890,256216,,,59.9321039081149,10.6361950297735,,
0401,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0402,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0403,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0404,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0405,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0406,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0409,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0410,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0411,OSLO,P,0301,OSLO,03,OSLO,,,6653723,264072,,,59.9530891210415,10.7742750698817
0412,OSLO,P,0301,OSLO,03,OSLO,,,6651627,263208,,,59.9338242108782,10.761249785472
0413,OSLO,P,0301,OSLO,03,OSLO,,,6651627,263208,,,59.9338242108782,10.761249785472
0415,OSLO,P,0301,OSLO,03,OSLO,,,6651865,262754,,,59.9356944054503,10.7528759095956
0421,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0422,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0423,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0424,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0440,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0441,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0442,OSLO,P,0301,OSLO,03,OSLO,,,6653074,263741,,,59.9470877182168,10.7691073227035
0445,OSLO,G,0301,OSLO,03,OSLO,6652647,263287,,,59.9430034605527,10.7614920079291,,
0450,OSLO,G,0301,OSLO,03,OSLO,6651956,261702,,,59.9359024690724,10.7339991234411,,
0451,OSLO,G,0301,OSLO,03,OSLO,6651834,261677,,,59.9347955722617,10.7336935723216,,
0452,OSLO,G,0301,OSLO,03,OSLO,6651297,261693,,,59.9299962714345,10.7345975571559,,
0454,OSLO,G,0301,OSLO,03,OSLO,6651338,261937,,,59.9305043601662,10.738903607333,,
0455,OSLO,G,0301,OSLO,03,OSLO,6651650,262119,,,59.9334032282326,10.7417920489856,,
0456,OSLO,G,0301,OSLO,03,OSLO,6651456,262354,,,59.9318015669205,10.74620798857,,
0457,OSLO,G,0301,OSLO,03,OSLO,6651232,262530,,,59.929897136514,10.7496052863518,,
0458,OSLO,G,0301,OSLO,03,OSLO,6651306,262770,,,59.9306979406175,10.7538023767437,,
0459,OSLO,G,0301,OSLO,03,OSLO,6651256,262851,,,59.9302968024245,10.7553048639422,,
0460,OSLO,G,0301,OSLO,03,OSLO,6651581,262664,,,59.9330994724704,10.7515957221537,,
0461,OSLO,G,0301,OSLO,03,OSLO,6651849,262838,,,59.9355994663714,10.7543931894178,,
0462,OSLO,G,0301,OSLO,03,OSLO,6652062,262650,,,59.9373986047854,10.7507940416671,,
0463,OSLO,G,0301,OSLO,03,OSLO,6652080,262898,,,59.9377025193517,10.7551990675451,,
0464,OSLO,G,0301,OSLO,03,OSLO,6652274,262826,,,59.9393983062846,10.75369171416,,
0465,OSLO,G,0301,OSLO,03,OSLO,6652112,263085,,,59.9380965967308,10.7584995483958,,
0467,OSLO,G,0301,OSLO,03,OSLO,6652849,263272,,,59.9448037069405,10.7609929796135,,
0468,OSLO,G,0301,OSLO,03,OSLO,6652619,263196,,,59.942700446393,10.7598998599684,,
0469,OSLO,G,0301,OSLO,03,OSLO,6652399,263311,,,59.9407964602057,10.7622042594067,,
0470,OSLO,G,0301,OSLO,03,OSLO,6652275,263331,,,59.9396975518789,10.7627031218909,,
0472,OSLO,G,0301,OSLO,03,OSLO,6652091,263425,,,59.9381038329257,10.7645912058875,,
0473,OSLO,G,0301,OSLO,03,OSLO,6651571,263168,,,59.9332997660911,10.7606001448018,,
0474,OSLO,G,0301,OSLO,03,OSLO,6651447,263356,,,59.9322973272851,10.7640965308392,,
0475,OSLO,G,0301,OSLO,03,OSLO,6651499,263774,,,59.9330027011195,10.7714955484191,,
0476,OSLO,G,0301,OSLO,03,OSLO,6651739,263336,,,59.9349006510994,10.7634056516216,,
0477,OSLO,G,0301,OSLO,03,OSLO,6651997,263487,,,59.9372976599566,10.7658051501894,,
0478,OSLO,G,0301,OSLO,03,OSLO,6651757,263583,,,59.9352035682456,10.7677926356867,,
0479,OSLO,G,0301,OSLO,03,OSLO,6651907,264025,,,59.9368000661482,10.7755088693702,,
0480,OSLO,G,0301,OSLO,03,OSLO,6652013,263768,,,59.9376020783708,10.7708015199307,,
0481,OSLO,G,0301,OSLO,03,OSLO,6652238,264090,,,59.9398013609857,10.7762912780736,,
0482,OSLO,G,0301,OSLO,03,OSLO,6652468,263976,,,59.9417957250237,10.7739941818416,,
0483,OSLO,G,0301,OSLO,03,OSLO,6652726,263965,,,59.9440997925334,10.7735033128451,,
0484,OSLO,G,0301,OSLO,03,OSLO,6653171,263640,,,59.9478984112018,10.7671934559989,,
0485,OSLO,G,0301,OSLO,03,OSLO,6653259,264016,,,59.9489019702867,10.7738051287671,,
0486,OSLO,G,0301,OSLO,03,OSLO,6653826,263873,,,59.9538974498467,10.7706043605867,,
0487,OSLO,G,0301,OSLO,03,OSLO,6653187,264437,,,59.9484981354508,10.7814029627265,,
0488,OSLO,G,0301,OSLO,03,OSLO,6653081,264873,,,59.947797948095,10.7893070887272,,
0489,OSLO,G,0301,OSLO,03,OSLO,6653760,264731,,,59.9537973665534,10.785999068449,,
0490,OSLO,G,0301,OSLO,03,OSLO,6653600,265320,,,59.952700531472,10.7966974987339,,
